employee_code,work_year,experience_cate,employment_cate,category,job_title,salary_in_usd,remote_ratio,company_cate,company_loc,employee_loc,work_for_home
70c3e4d5,2021,mid-level,full_time,Data Scientist,Data Scientist,40038,100,large,Chile,Chile,Yes
51375424,2021,mid-level,full_time,Business Intelligence,BI Data Analyst,36259,50,large,United States,Hungary,No
54fce971,2020,mid-level,full_time,Data Scientist,Data Scientist,35735,50,large,Hungary,Hungary,Yes
0e966ad1,2021,mid-level,full_time,AI,ML Engineer,77364,50,small,Japan,Japan,Yes
36ca939c,2022,senior-level,full_time,AI,Lead Machine Learning Engineer,95386,50,large,India,India,Yes
476b961f,2021,mid-level,full_time,AI,ML Engineer,63711,50,small,Japan,Japan,Yes
9d10fdb1,2021,senior-level,full_time,Data Managers,Data Science Manager,94665,50,large,India,India,Yes
2f661976,2022,entry-level,full_time,Data Scientist,Data Scientist,17684,100,medium,Hungary,Hungary,Yes
3134c94e,2022,executive-level,full_time,Data Managers,Head of Machine Learning,76309,50,large,India,India,Yes
af710b92,2022,entry-level,full_time,AI,Research Engineer,41809,50,large,Japan,Japan,Yes
e1cacc81,2023,mid-level,full_time,Data Managers,Head of Data Science,60805,50,large,India,India,Yes
2b713236,2023,entry-level,full_time,AI,AI Programmer,60207,0,small,India,India,Yes
67ad434f,2021,senior-level,full_time,AI,Machine Learning Engineer,66265,0,large,India,India,Yes
7161e528,2022,senior-level,full_time,Data Scientist,Lead Data Scientist,56723,0,large,India,India,Yes
ffd68908,2020,entry-level,full_time,Data Engineer,Data Engineer,41689,100,small,Japan,Japan,Yes
3a3ed895,2022,mid-level,full_time,Data Scientist,Data Scientist,53416,100,large,Indonesia,India,No
2b485841,2023,entry-level,full_time,AI,Applied Machine Learning Scientist,48644,100,large,Germany,India,No
534c676b,2021,senior-level,full_time,Data Scientist,Data Scientist,54094,100,large,India,India,Yes
d4281522,2021,senior-level,full_time,Data Managers,Data Science Manager,54094,50,large,United States,India,No
1f517211,2023,senior-level,full_time,Data Managers,Data Science Manager,43779,100,large,India,India,Yes
595df733,2024,mid-level,full_time,Data Analyst,Lead Data Analyst,39615,50,large,India,India,Yes
43a5108c,2023,mid-level,full_time,Data Managers,Data Science Manager,38915,50,large,India,India,Yes
41b55b26,2023,mid-level,full_time,Data Analyst,Data Analytics Manager,38915,50,medium,India,India,Yes
96d04cc2,2023,senior-level,full_time,Data Analyst,Data Integration Specialist,36483,50,large,India,India,Yes
d4b06a89,2022,senior-level,full_time,Data Managers,Principal Data Architect,38154,100,large,India,India,Yes
76fdcc92,2021,senior-level,full_time,Data Scientist,Lead Data Scientist,40570,50,large,India,India,Yes
f69f7a30,2020,mid-level,full_time,Data Scientist,Data Scientist,40481,0,large,India,India,Yes
18fb8261,2022,mid-level,full_time,Data Engineer,Data Engineer,35610,50,large,India,India,Yes
0861740d,2023,mid-level,full_time,AI,NLP Engineer,32834,100,medium,India,India,Yes
f4284c15,2022,mid-level,full_time,Data Scientist,Data Scientist,31795,100,medium,United States,India,No
917d9efc,2021,mid-level,full_time,Data Scientist,Data Scientist,33808,0,medium,India,India,Yes
5a37c1a0,2022,mid-level,freelance,AI,Applied Machine Learning Scientist,30523,100,small,India,India,Yes
1377f7cb,2022,mid-level,full_time,Data Scientist,Data Scientist,30523,100,large,India,India,Yes
07cc5ae8,2024,mid-level,full_time,Data Engineer,Big Data Engineer,27611,100,large,India,India,Yes
07dd7a8d,2021,entry-level,full_time,Data Engineer,Data Engineer,30428,100,large,India,India,Yes
572b8a1c,2021,entry-level,full_time,Data Scientist,Data Scientist,29751,50,large,India,India,Yes
2d3bdf1b,2021,entry-level,full_time,Data Scientist,Data Scientist,28399,100,medium,India,India,Yes
6d3cb8e7,2023,entry-level,full_time,AI,AI Research Engineer,24322,100,large,Switzerland,India,No
654c8eeb,2023,mid-level,full_time,AI,Machine Learning Software Engineer,24322,50,large,India,India,Yes
601ed7c7,2022,entry-level,full_time,Data Scientist,Data Scientist,22892,50,medium,India,India,Yes
de29ee95,2021,senior-level,full_time,AI,Machine Learning Engineer,24342,100,large,India,India,Yes
39cdcb65,2023,entry-level,full_time,Data Analyst,Data Analyst,20673,50,large,India,India,Yes
098605bb,2023,mid-level,full_time,Data Scientist,Applied Data Scientist,20673,100,large,India,India,Yes
92a57853,2021,mid-level,full_time,Data Engineer,Big Data Engineer,22611,0,large,India,India,Yes
90513898,2022,mid-level,full_time,AI,Machine Learning Engineer,20984,50,large,India,India,Yes
5023034,2021,entry-level,full_time,Data Engineer,Data Engineer,21637,50,medium,India,India,Yes
a8667cf8,2023,senior-level,full_time,AI,AI Scientist,417937,0,large,Israel,Israel,Yes
d848ed94,2023,mid-level,full_time,Data Analyst,Lead Data Analyst,18241,50,large,India,India,Yes
d4fb372e,2021,mid-level,full_time,Data Analyst,Lead Data Analyst,19609,100,large,India,India,Yes
a8603467,2023,mid-level,full_time,Data Analyst,Data Analytics Lead,17511,50,medium,Singapore,India,No
7c382b8e,2022,mid-level,full_time,Data Analyst,Business Data Analyst,18314,50,large,India,India,Yes
f8cb8a99,2023,entry-level,full_time,Data Engineer,Data Engineer,17025,100,large,India,India,Yes
bd075396,2023,mid-level,full_time,Data Scientist,Data Scientist,17025,100,large,India,India,Yes
2795b61a,2022,mid-level,full_time,Data Analyst,Business Data Analyst,17805,100,medium,India,India,Yes
c66d40b2,2022,entry-level,full_time,Data Scientist,Data Scientist,17805,100,medium,India,India,Yes
0b95e6a0,2023,mid-level,full_time,Data Analyst,Product Data Analyst,16417,100,large,India,India,Yes
eb309271,2021,entry-level,full_time,AI,AI Scientist,18053,100,small,American Samoa,India,No
beee493f,2023,senior-level,full_time,Data Analyst,Data Analyst,15809,100,small,India,India,Yes
7d3e8a30,2022,mid-level,full_time,AI,Computer Vision Engineer,15897,100,medium,India,India,Yes
f8433300,2021,mid-level,full_time,Data Analyst,Data Analyst,16904,50,large,India,India,Yes
b8aa78b6,2021,mid-level,full_time,Data Scientist,Data Scientist,16904,100,small,India,India,Yes
d2033000,2021,entry-level,full_time,Data Engineer,Big Data Engineer,16228,100,large,India,India,Yes
dba1511d,2023,executive-level,full_time,Data Scientist,Data Scientist,100416,50,small,Norway,Norway,Yes
77271432,2023,senior-level,full_time,Data Scientist,Data Science Consultant,29301,50,medium,Thailand,Thailand,Yes
cfcaec99,2023,mid-level,full_time,Data Analyst,Data Analyst,15680,50,large,Philippines,Philippines,Yes
354c8528,2023,mid-level,full_time,Data Scientist,Data Scientist,24613,50,large,Thailand,Thailand,Yes
edf67020,2024,mid-level,full_time,AI,AI Architect,800000,100,medium,Canada,Canada,Yes
932a739e,2023,senior-level,full_time,Data Scientist,Data Scientist,76508,50,small,Norway,Norway,Yes
083e6e8d,2024,entry-level,full_time,Data Analyst,Data Analyst,774000,0,medium,Mexico,Mexico,Yes
0d7131fc,2024,senior-level,full_time,Data Engineer,Analytics Engineer,750000,0,medium,United States,United States,Yes
03723fae,2024,mid-level,full_time,AI,Machine Learning Scientist,750000,0,medium,United States,United States,Yes
7c0219c1,2024,senior-level,full_time,Data Analyst,Data Analyst,750000,0,medium,United States,United States,Yes
5847eb21,2024,mid-level,full_time,AI,Machine Learning Scientist,750000,0,medium,United States,United States,Yes
2116fc0c,2023,mid-level,full_time,AI,Machine Learning Scientist,750000,0,medium,United States,United States,Yes
27b93bae,2023,mid-level,full_time,AI,Machine Learning Engineer,750000,0,medium,United States,United States,Yes
b222c1e1,2023,mid-level,full_time,Data Engineer,Data Engineer,750000,0,medium,United States,United States,Yes
70ca176e,2023,senior-level,full_time,Data Scientist,Data Scientist,750000,0,medium,United States,United States,Yes
51caa9bb,2024,mid-level,full_time,AI,Machine Learning Scientist,720000,0,medium,United States,United States,Yes
24f24f66,2024,senior-level,full_time,Data Scientist,Data Scientist,720000,100,medium,United States,United States,Yes
0cc226cf,2024,mid-level,full_time,Data Engineer,Analytics Engineer,720000,0,medium,United States,United States,Yes
13537f21,2024,senior-level,full_time,Data Engineer,Analytics Engineer,720000,0,medium,United States,United States,Yes
98604cd5,2024,senior-level,full_time,Data Scientist,Data Scientist,720000,0,medium,United States,United States,Yes
186f4a96,2024,mid-level,full_time,AI,Research Engineer,720000,0,medium,United States,United States,Yes
76703ecf,2024,mid-level,full_time,AI,Research Scientist,720000,0,medium,United States,United States,Yes
ac1b673a,2024,mid-level,full_time,AI,Research Engineer,720000,0,medium,United States,United States,Yes
c56d19fc,2020,senior-level,full_time,Data Engineer,Data Engineer,33511,0,small,Mexico,Mexico,Yes
952d1e32,2023,senior-level,full_time,Data Engineer,Analytics Engineer,700000,100,medium,United States,United States,Yes
75e4c676,2023,mid-level,full_time,Data Engineer,Analytics Engineer,700000,100,medium,United States,United States,Yes
d57d1e63,2023,mid-level,full_time,AI,Machine Learning Software Engineer,34482,50,large,South Africa,South Africa,Yes
6d24a2d6,2024,senior-level,full_time,AI,Research Scientist,600000,0,medium,United States,United States,Yes
2c296469,2024,senior-level,full_time,AI,Prompt Engineer,600000,0,medium,United States,United States,Yes
faf17dde,2024,senior-level,full_time,AI,Research Engineer,600000,0,medium,United States,United States,Yes
cbd8658d,2024,senior-level,full_time,AI,Machine Learning Engineer,550000,0,medium,United States,United States,Yes
0c8ee64d,2024,senior-level,full_time,AI,Machine Learning Engineer,550000,0,medium,United States,United States,Yes
ba6ffdb9,2024,mid-level,full_time,AI,ML Engineer,530000,0,medium,United States,United States,Yes
67e44e64,2023,mid-level,full_time,Data Scientist,Data Scientist,65058,0,large,Hong Kong,Hong Kong,Yes
5f4b4c7c,2024,senior-level,full_time,AI,Research Scientist,500000,100,medium,United States,United States,Yes
88601939,2024,senior-level,full_time,AI,Research Scientist,500000,100,medium,United States,United States,Yes
f2117ed2,2024,senior-level,full_time,AI,Research Scientist,484000,100,medium,United States,United States,Yes
5e8df021,2023,executive-level,full_time,Data Engineer,Data Engineer,465000,0,medium,United States,United States,Yes
3b1cc7dd,2024,senior-level,full_time,AI,Research Engineer,450000,0,medium,United States,United States,Yes
25cb34db,2020,mid-level,full_time,AI,Research Scientist,450000,0,medium,United States,United States,Yes
17804df2,2024,senior-level,full_time,AI,AI Architect,449000,0,medium,United States,United States,Yes
65f71086,2024,executive-level,full_time,Data Managers,Head of Machine Learning,448000,100,medium,United States,United States,Yes
177c3783,2024,mid-level,full_time,AI,Research Engineer,440000,0,medium,United States,United States,Yes
3cb3ab3a,2024,mid-level,full_time,AI,Research Engineer,440000,0,medium,United States,United States,Yes
cd6d49f5,2024,mid-level,full_time,AI,ML Engineer,440000,0,medium,United States,United States,Yes
fa50b8df,2024,mid-level,full_time,AI,Research Engineer,440000,0,medium,United States,United States,Yes
c80cb4e3,2024,senior-level,full_time,AI,Research Scientist,440000,0,medium,United States,United States,Yes
cda8163d,2024,mid-level,full_time,AI,Research Engineer,440000,0,medium,United States,United States,Yes
09367b1f,2024,mid-level,full_time,AI,Research Scientist,440000,0,medium,United States,United States,Yes
d9347bb0,2024,senior-level,full_time,AI,Research Engineer,440000,0,medium,United States,United States,Yes
00ce7d6f,2024,mid-level,full_time,AI,Research Engineer,440000,0,medium,United States,United States,Yes
23b89f1c,2024,mid-level,full_time,AI,Research Engineer,440000,0,medium,United States,United States,Yes
06791f8c,2024,senior-level,full_time,AI,Research Scientist,440000,0,medium,United States,United States,Yes
3475b3cb,2024,senior-level,full_time,AI,Research Scientist,440000,0,medium,United States,United States,Yes
61f2f2fa,2024,senior-level,full_time,AI,Research Scientist,440000,0,medium,United States,United States,Yes
c38939a5,2024,senior-level,full_time,AI,Research Engineer,440000,0,medium,United States,United States,Yes
4370671,2024,executive-level,full_time,Data Managers,Head of Machine Learning,438000,0,medium,United States,United States,Yes
86ae0944,2021,mid-level,full_time,AI,Applied Machine Learning Scientist,423000,50,large,United States,United States,Yes
12391f8b,2024,senior-level,full_time,AI,Machine Learning Engineer,418000,100,medium,United States,United States,Yes
b6b2abb4,2024,senior-level,full_time,AI,Machine Learning Engineer,418000,100,medium,United States,United States,Yes
0949f9f9,2021,executive-level,contract,Data Scientist,Principal Data Scientist,416000,100,small,United States,United States,Yes
2aad8178,2024,senior-level,full_time,AI,Machine Learning Engineer,414000,0,medium,United States,United States,Yes
74c0c879,2024,senior-level,full_time,AI,Applied Scientist,414000,0,medium,United States,United States,Yes
6ff8b29c,2020,senior-level,full_time,Data Scientist,Data Scientist,412000,100,large,United States,United States,Yes
c9a5d473,2023,senior-level,full_time,AI,Deep Learning Engineer,303387,100,medium,Canada,Canada,Yes
c52fab4c,2024,executive-level,full_time,AI,Machine Learning Engineer,408500,0,medium,United States,United States,Yes
fd1ac2ee,2023,mid-level,full_time,AI,Research Scientist,405000,0,large,United States,United States,Yes
59ea6844,2022,senior-level,full_time,Data Analyst,Data Analytics Lead,405000,100,large,United States,United States,Yes
48a2dffa,2024,senior-level,full_time,Data Engineer,Data Architect,400000,100,medium,United States,United States,Yes
f05c1a91,2024,mid-level,full_time,AI,AI Engineer,400000,0,medium,United States,United States,Yes
5a7400bf,2024,senior-level,full_time,Data Analyst,Data Analytics Lead,398900,0,medium,United States,United States,Yes
8b123d9a,2024,senior-level,full_time,Data Analyst,Data Analytics Lead,398900,0,medium,United States,United States,Yes
829e5c26,2023,senior-level,full_time,AI,Machine Learning Engineer,392000,0,medium,United States,United States,Yes
669566cc,2024,senior-level,full_time,AI,Machine Learning Engineer,386100,0,medium,United States,United States,Yes
982f914e,2024,mid-level,full_time,Data Engineer,Data Infrastructure Engineer,385000,0,medium,United States,United States,Yes
4b7ae8dc,2024,senior-level,full_time,AI,AI Engineer,385000,0,medium,United States,United States,Yes
e353bd34,2024,senior-level,full_time,Data Engineer,Data Engineer,385000,0,medium,United States,United States,Yes
6f7c2dc1,2024,mid-level,full_time,Data Scientist,Data Scientist,385000,0,medium,United States,United States,Yes
e156bd12,2023,executive-level,full_time,Data Engineer,Data Engineer,385000,0,medium,United States,United States,Yes
8c0a9d1c,2023,senior-level,full_time,Data Engineer,Data Engineer,385000,0,medium,United States,United States,Yes
c1279af5,2023,senior-level,full_time,AI,Research Engineer,385000,0,medium,United States,United States,Yes
6644851b,2023,senior-level,full_time,Data Engineer,Data Engineer,385000,0,medium,United States,United States,Yes
a6109d7f,2023,senior-level,full_time,Data Engineer,Data Infrastructure Engineer,385000,0,medium,United States,United States,Yes
8572ba49,2023,senior-level,full_time,AI,ML Engineer,385000,100,medium,United States,United States,Yes
7c262bb8,2023,senior-level,full_time,Data Analyst,Data Analyst,385000,0,medium,United States,United States,Yes
9f43fbf5,2023,senior-level,full_time,AI,ML Engineer,383910,0,medium,United States,United States,Yes
c5f3e90b,2024,senior-level,full_time,AI,Research Scientist,382320,0,medium,United States,United States,Yes
aa69b5b6,2024,executive-level,full_time,Data Scientist,Data Science,381500,0,medium,United States,United States,Yes
8e5771e2,2024,senior-level,full_time,Data Engineer,Data Architect,381500,0,medium,United States,United States,Yes
08725a02,2022,senior-level,full_time,Data Scientist,Applied Data Scientist,380000,100,large,United States,United States,Yes
6166cf84,2023,senior-level,full_time,Data Engineer,Data Architect,376080,100,medium,United States,United States,Yes
4ebe0a93,2023,executive-level,full_time,Data Managers,Director of Data Science,375500,100,medium,United States,United States,Yes
8c588414,2022,senior-level,full_time,AI,Machine Learning Software Engineer,375000,100,medium,United States,United States,Yes
951e7e31,2022,senior-level,full_time,Data Managers,Data Science Tech Lead,375000,50,large,United States,United States,Yes
8d191ce5,2023,senior-level,full_time,AI,Research Scientist,374000,0,medium,United States,United States,Yes
83f36df1,2024,executive-level,full_time,Data Managers,Head of Machine Learning,373000,100,medium,United States,United States,Yes
81a36e48,2023,senior-level,full_time,AI,AI Engineer,372000,0,medium,United States,United States,Yes
630520f4,2023,senior-level,full_time,AI,Machine Learning Engineer,370000,0,medium,United States,United States,Yes
8da9f8e9,2023,senior-level,full_time,AI,Research Scientist,370000,0,medium,United States,United States,Yes
b72781ac,2023,senior-level,full_time,AI,Research Engineer,370000,0,medium,United States,United States,Yes
33d9125d,2023,senior-level,full_time,AI,Machine Learning Engineer,370000,0,medium,United States,United States,Yes
4ea410fa,2023,senior-level,full_time,Data Engineer,Data Engineer,370000,0,medium,United States,United States,Yes
f89d61dd,2023,senior-level,full_time,Data Scientist,Data Scientist,370000,0,medium,United States,United States,Yes
6f9388d9,2023,senior-level,full_time,AI,Research Engineer,370000,0,medium,United States,United States,Yes
5ccc0f52,2023,senior-level,full_time,AI,Research Scientist,370000,0,medium,United States,United States,Yes
05d85b8e,2023,senior-level,full_time,AI,Research Engineer,370000,0,medium,United States,United States,Yes
90c5dd3f,2023,senior-level,full_time,AI,Research Engineer,370000,0,medium,United States,United States,Yes
a5556b51,2023,senior-level,full_time,AI,Research Scientist,370000,0,medium,United States,United States,Yes
90247d57,2023,senior-level,full_time,Data Scientist,Data Scientist,370000,0,medium,United States,United States,Yes
8cd8c840,2023,senior-level,full_time,AI,Research Scientist,370000,0,medium,United States,United States,Yes
a02debd9,2023,senior-level,full_time,AI,ML Engineer,365630,0,medium,United States,United States,Yes
e437d0cd,2024,senior-level,full_time,AI,Machine Learning Engineer,365100,0,medium,United States,United States,Yes
08b853a9,2024,senior-level,full_time,Data Engineer,Data Architect,363000,0,medium,United States,United States,Yes
f3c09143,2024,senior-level,full_time,Data Engineer,Data Architect,363000,0,medium,United States,United States,Yes
30128f05,2024,senior-level,full_time,AI,Research Scientist,360000,0,medium,United States,United States,Yes
37eeaa69,2024,mid-level,full_time,AI,Research Engineer,360000,0,medium,United States,United States,Yes
e512f836,2023,senior-level,full_time,AI,AI Engineer,360000,0,medium,United States,United States,Yes
57f52571,2023,senior-level,full_time,Business Intelligence,BI Analyst,18381,100,large,Türkiye,Türkiye,Yes
f52b7266,2024,mid-level,full_time,AI,Research Scientist,359400,100,medium,United States,United States,Yes
71582d0d,2024,mid-level,full_time,AI,Research Scientist,359400,100,medium,United States,United States,Yes
d20e28fc,2024,senior-level,full_time,Data Scientist,Data Scientist,359170,0,medium,United States,United States,Yes
b160e835,2023,senior-level,full_time,Data Scientist,Data Scientist,359170,0,medium,United States,United States,Yes
d4af814c,2023,senior-level,full_time,Data Scientist,Data Scientist,359170,0,medium,United States,United States,Yes
6492902b,2023,senior-level,full_time,Data Scientist,Data Scientist,359170,0,medium,United States,United States,Yes
de7bddfd,2023,senior-level,full_time,Data Scientist,Data Scientist,359170,0,medium,United States,United States,Yes
6cd82a5c,2023,senior-level,full_time,Data Scientist,Data Scientist,359170,0,medium,United States,United States,Yes
a1135ac2,2023,senior-level,full_time,Data Scientist,Data Scientist,359170,0,medium,United States,United States,Yes
17205808,2023,senior-level,full_time,Data Scientist,Data Scientist,359170,0,medium,United States,United States,Yes
243deacf,2023,senior-level,full_time,Data Scientist,Data Scientist,359170,0,medium,United States,United States,Yes
9ea4a7b4,2023,senior-level,full_time,Data Scientist,Data Scientist,359170,0,medium,United States,United States,Yes
fcb101a7,2023,senior-level,full_time,Data Scientist,Data Scientist,359170,0,medium,United States,United States,Yes
4d8d70d7,2024,senior-level,full_time,AI,ML Engineer,357900,0,medium,United States,United States,Yes
2fb2e1a6,2023,senior-level,full_time,Data Engineer,Data Architect,354200,100,medium,United States,United States,Yes
6bfd0725,2023,executive-level,full_time,Data Managers,Director of Data Science,353200,0,medium,United States,United States,Yes
a99f5cf1,2023,executive-level,full_time,Data Managers,Director of Data Science,353200,0,medium,United States,United States,Yes
16687fed,2023,senior-level,full_time,AI,Computer Vision Engineer,351000,0,medium,United States,United States,Yes
a6ef9874,2023,entry-level,full_time,AI,Research Engineer,350000,0,medium,United States,United States,Yes
88149ff5,2023,executive-level,full_time,Data Engineer,Data Engineer,350000,100,medium,United States,United States,Yes
92a34fd9,2023,senior-level,full_time,AI,AI Engineer,350000,0,medium,United States,United States,Yes
f2dbc232,2023,senior-level,full_time,Data Managers,Data Lead,350000,0,medium,United States,United States,Yes
fbd439e7,2023,mid-level,full_time,Data Engineer,Analytics Engineer,430640,0,medium,United Kingdom,United Kingdom,Yes
8bce4432,2023,senior-level,full_time,AI,Applied Scientist,350000,0,large,United States,United States,Yes
4b655c66,2022,mid-level,full_time,Data Analyst,Data Analyst,430967,0,medium,United Kingdom,United Kingdom,Yes
93db46f0,2022,senior-level,full_time,Data Scientist,Data Scientist,350000,100,medium,United States,United States,Yes
078578c5,2022,senior-level,full_time,Data Engineer,Data Architect,345600,0,medium,United States,United States,Yes
42195176,2024,senior-level,full_time,Data Engineer,Analytics Engineer,345400,0,medium,United States,United States,Yes
1738bfa2,2024,senior-level,full_time,AI,Machine Learning Engineer,345400,0,medium,United States,United States,Yes
10805fa5,2024,senior-level,full_time,AI,Machine Learning Engineer,345400,0,medium,United States,United States,Yes
b959fe05,2024,senior-level,full_time,AI,Research Scientist,345000,0,medium,United States,United States,Yes
9ebbfb65,2023,senior-level,full_time,AI,Research Scientist,345000,0,medium,United States,United States,Yes
e1de306a,2023,senior-level,full_time,AI,Computer Vision Engineer,342810,0,medium,United States,United States,Yes
642190fb,2024,senior-level,full_time,Data Analyst,Data Analytics Lead,342400,0,medium,United States,United States,Yes
e83d5fb4,2023,senior-level,full_time,AI,Machine Learning Engineer,342300,0,large,United States,United States,Yes
0413f2de,2024,senior-level,full_time,AI,Machine Learning Engineer,340000,0,medium,United States,United States,Yes
e4d66515,2024,senior-level,full_time,AI,Research Scientist,340000,100,medium,United States,United States,Yes
52900e1e,2023,senior-level,full_time,AI,Machine Learning Engineer,340000,0,medium,United States,United States,Yes
819bc282,2023,mid-level,full_time,AI,Research Scientist,340000,100,medium,United States,United States,Yes
a52ca554,2024,senior-level,full_time,AI,Research Engineer,339250,0,medium,United States,United States,Yes
8553fec0,2024,senior-level,full_time,AI,Research Scientist,337300,0,medium,United States,United States,Yes
beff93e2,2024,senior-level,full_time,AI,Research Scientist,337300,0,medium,United States,United States,Yes
14482ba6,2024,senior-level,full_time,AI,Research Scientist,337300,0,medium,United States,United States,Yes
915e0496,2024,senior-level,full_time,AI,Research Scientist,337300,0,medium,United States,United States,Yes
a4bc8228,2023,executive-level,full_time,Data Managers,Director of Data Science,336400,0,medium,United States,United States,Yes
461fcc00,2023,senior-level,full_time,AI,ML Engineer,336300,0,medium,United States,United States,Yes
1f7853da,2024,executive-level,full_time,Data Engineer,Data Engineer,334075,0,medium,Canada,Canada,Yes
2be0bf60,2024,senior-level,full_time,AI,Research Scientist,333500,0,medium,United States,United States,Yes
f1ce022d,2024,senior-level,full_time,AI,Machine Learning Engineer,333500,0,medium,United States,United States,Yes
5384fe7c,2024,senior-level,full_time,AI,Research Engineer,333500,0,medium,United States,United States,Yes
32e453a7,2024,senior-level,full_time,AI,Research Engineer,333500,0,medium,United States,United States,Yes
8a97f82a,2023,senior-level,full_time,Data Engineer,Data Engineer,333500,0,medium,United States,United States,Yes
b87d6dae,2023,senior-level,full_time,AI,Machine Learning Engineer,333500,0,medium,United States,United States,Yes
22528c39,2023,executive-level,full_time,Data Engineer,Data Engineer,333500,0,medium,United States,United States,Yes
668797c2,2024,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
159f0f22,2024,senior-level,full_time,Data Engineer,Data Engineer,331640,0,medium,United States,United States,Yes
abcdc1cc,2024,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
71958c67,2024,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
509aea22,2023,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
125f9c57,2023,senior-level,full_time,AI,ML Engineer,331640,0,medium,United States,United States,Yes
c0e505df,2023,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
d9fe7e33,2023,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
8dc462bb,2023,senior-level,full_time,AI,Deep Learning Engineer,331640,0,medium,United States,United States,Yes
bf124017,2023,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
4fd978e1,2023,senior-level,full_time,Data Engineer,Data Engineer,331640,0,medium,United States,United States,Yes
2438721f,2023,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
7f453fd0,2023,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
a379c38e,2023,senior-level,full_time,Data Engineer,Data Engineer,331640,0,medium,United States,United States,Yes
2.3812E+101,2023,senior-level,full_time,AI,Deep Learning Engineer,331640,0,medium,United States,United States,Yes
31861ad8,2023,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
3094042,2023,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
1966fac9,2023,senior-level,full_time,AI,Machine Learning Engineer,331640,0,medium,United States,United States,Yes
a3f09c96,2024,senior-level,full_time,Data Scientist,Data Science,331292,0,medium,United States,United States,Yes
641cdc6a,2023,senior-level,full_time,AI,Machine Learning Engineer,330000,100,medium,United States,United States,Yes
9e02d4d7,2023,executive-level,full_time,Data Managers,Head of Machine Learning,330000,0,medium,United States,United States,Yes
ebc7f32a,2023,senior-level,full_time,AI,Machine Learning Engineer,330000,0,medium,United States,United States,Yes
1fccfd8c,2023,senior-level,full_time,AI,Machine Learning Engineer,330000,0,medium,United States,United States,Yes
35c2b9eb,2023,senior-level,full_time,AI,AI Architect,330000,0,medium,United States,United States,Yes
deb5c17d,2023,senior-level,full_time,AI,AI Architect,330000,0,medium,United States,United States,Yes
790ff56d,2023,senior-level,full_time,AI,AI Architect,330000,0,medium,United States,United States,Yes
9755f87e,2023,senior-level,full_time,AI,AI Architect,330000,0,medium,United States,United States,Yes
e7ad5044,2023,executive-level,full_time,Data Managers,Head of Data Science,330000,0,medium,United States,United States,Yes
d5b215e0,2023,senior-level,full_time,Data Scientist,Data Scientist,329700,0,medium,United States,United States,Yes
34c16875,2023,executive-level,full_time,Data Managers,Head of Data,329500,100,medium,United States,United States,Yes
df82e078,2023,executive-level,full_time,Data Managers,Head of Data,329500,100,medium,United States,United States,Yes
8cb923ad,2023,executive-level,full_time,Data Managers,Head of Data,329500,0,medium,United States,United States,Yes
b1886314,2023,executive-level,full_time,Data Managers,Head of Data,329500,0,medium,United States,United States,Yes
6d04bd9f,2024,senior-level,full_time,Data Engineer,Analytics Engineer,329200,100,medium,Canada,Canada,Yes
b7bf6af3,2023,senior-level,full_time,AI,Machine Learning Engineer,328400,100,medium,United States,United States,Yes
2e0bbef4,2023,senior-level,full_time,AI,Machine Learning Engineer,328133,0,medium,United States,United States,Yes
e19fc1f6,2024,mid-level,full_time,Data Managers,Data Science Manager,328000,0,medium,United States,United States,Yes
58938cab,2023,senior-level,full_time,Data Managers,Data Science Manager,328000,0,medium,United States,United States,Yes
57c28126,2024,executive-level,full_time,Data Scientist,Data Science,326000,100,medium,United States,United States,Yes
407e013d,2024,mid-level,full_time,Data Analyst,Data Analyst,325000,0,medium,United States,United States,Yes
631cffa3,2023,senior-level,full_time,AI,Machine Learning Scientist,325000,100,medium,United States,United States,Yes
f2ad148c,2023,senior-level,full_time,Data Managers,Analytics Engineering Manager,399880,50,large,United Kingdom,United Kingdom,Yes
e7d27aab,2020,executive-level,full_time,Data Managers,Director of Data Science,325000,100,large,United States,United States,Yes
56444298,2024,senior-level,full_time,Data Scientist,Data Science,324100,0,large,United States,United States,Yes
41294988,2024,senior-level,full_time,AI,Machine Learning Engineer,324000,0,medium,United States,United States,Yes
d725a8b2,2024,senior-level,full_time,AI,Machine Learning Engineer,324000,0,medium,United States,United States,Yes
a74ff29e,2024,senior-level,full_time,AI,Machine Learning Engineer,324000,0,medium,United States,United States,Yes
e1d99609,2024,senior-level,full_time,AI,Machine Learning Engineer,324000,0,medium,United States,United States,Yes
