employee_code,work_year,experience_cate,employment_cate,category,job_title,salary_in_usd,remote_ratio,company_cate,company_loc,employee_loc,work_for_home
9.4259E+35,2023,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
12a51c74,2022,senior-level,full_time,Data Engineer,Data Engineer,185900,0,medium,United States,United States,Yes
d3a4184c,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
f66250c1,2022,senior-level,full_time,Data Engineer,Data Engineer,185900,0,medium,United States,United States,Yes
5ebf9dd6,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
6a2cfc8c,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
6b06e41c,2022,senior-level,full_time,Data Engineer,Data Engineer,185900,0,medium,United States,United States,Yes
23da5702,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
6842592e,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
378b34e8,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
cff12d79,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
26f29449,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
c3c4b495,2022,senior-level,full_time,Data Engineer,Data Engineer,185900,0,medium,United States,United States,Yes
5f150c61,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
fc833cd8,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
59a0aa85,2022,senior-level,full_time,Data Engineer,Data Engineer,185900,0,medium,United States,United States,Yes
27e8f818,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
e8c1cb7b,2022,senior-level,full_time,Data Scientist,Data Scientist,185900,0,medium,United States,United States,Yes
48141217,2022,senior-level,full_time,Data Engineer,Data Engineer,185900,0,medium,United States,United States,Yes
ff7d834f,2022,senior-level,full_time,Data Engineer,Data Engineer,185900,0,medium,United States,United States,Yes
9092f456,2024,mid-level,full_time,AI,Data Modeler,185800,0,medium,United States,United States,Yes
7ffe3dba,2024,senior-level,full_time,Data Engineer,Data Engineer,185800,100,medium,United States,United States,Yes
e88a397c,2024,senior-level,full_time,Data Scientist,Data Scientist,185800,100,medium,United States,United States,Yes
3b9f4bb8,2024,entry-level,full_time,AI,Machine Learning Engineer,185800,100,medium,United States,United States,Yes
b0039fc2,2024,mid-level,full_time,AI,Machine Learning Engineer,185800,100,medium,United States,United States,Yes
1597c1a6,2022,senior-level,full_time,Data Engineer,Data Engineer,185800,100,medium,Canada,Canada,Yes
95cdc0cc,2023,mid-level,full_time,Data Engineer,Analytics Engineer,185700,0,medium,United States,United States,Yes
e9204b85,2024,senior-level,full_time,Data Engineer,Data Engineer,185500,100,medium,United States,United States,Yes
8ac8f45f,2024,senior-level,full_time,Data Scientist,Data Science,185490,0,medium,United States,United States,Yes
c3203a11,2024,senior-level,full_time,Data Scientist,Data Scientist,185400,0,medium,United States,United States,Yes
a93a420b,2024,senior-level,full_time,Data Scientist,Data Scientist,185400,100,medium,United States,United States,Yes
f7552d84,2023,senior-level,full_time,Data Scientist,Data Scientist,185400,100,medium,United States,United States,Yes
5825ee32,2022,senior-level,full_time,Data Managers,Data Science Manager,185400,0,medium,United States,United States,Yes
67894871,2023,senior-level,full_time,Data Analyst,Data Analyst,185100,0,medium,United States,United States,Yes
52eed79c,2023,senior-level,full_time,Data Analyst,Data Analyst,185100,100,medium,United States,United States,Yes
03c9d273,2023,senior-level,full_time,Data Engineer,Data Engineer,185100,100,medium,United States,United States,Yes
928603b7,2022,senior-level,full_time,Data Scientist,Data Scientist,185100,100,medium,United States,United States,Yes
6062dbd3,2024,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
8cd57dc3,2024,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
d307d279,2024,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
1645dd23,2024,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
fb4ba3f0,2024,senior-level,full_time,AI,Machine Learning Engineer,185000,0,medium,United States,United States,Yes
e518646a,2024,mid-level,full_time,Data Engineer,Data Engineer,185000,0,large,United States,United States,Yes
1fafa3d0,2024,mid-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
1efdfc93,2024,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
29ac8378,2024,senior-level,full_time,Data Engineer,Data Engineer,185000,100,medium,United States,United States,Yes
fdde3d07,2024,senior-level,full_time,Data Analyst,Data Analyst,185000,0,medium,United States,United States,Yes
1c3fd5af,2024,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
4fe7db6b,2024,mid-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
89ac8e4c,2024,senior-level,full_time,Data Analyst,Data Analyst,185000,0,medium,United States,United States,Yes
0ee0f027,2024,senior-level,full_time,AI,Machine Learning Engineer,185000,0,medium,United States,United States,Yes
c8425292,2024,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
ba943976,2024,senior-level,full_time,Data Scientist,Data Science,185000,0,medium,United States,United States,Yes
dce93ed6,2024,senior-level,full_time,Data Engineer,Data Engineer,185000,0,medium,United States,United States,Yes
b089ad4e,2024,mid-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
d687938f,2024,senior-level,full_time,Data Engineer,Data Engineer,185000,0,medium,United States,United States,Yes
72b50914,2024,senior-level,full_time,Data Scientist,Data Science Lead,185000,0,medium,United States,United States,Yes
0398fa81,2024,senior-level,full_time,AI,Machine Learning Engineer,185000,0,medium,United States,United States,Yes
1c167396,2024,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
e33bf3f0,2024,senior-level,full_time,AI,Computer Vision Engineer,185000,0,medium,United States,United States,Yes
b577ca85,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,Canada,Canada,Yes
629ece51,2023,mid-level,full_time,Data Engineer,Data Engineer,185000,100,medium,United States,United States,Yes
9f8a80bd,2023,mid-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,medium,United States,United States,Yes
d9f69caf,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,0,medium,United States,United States,Yes
7754b589,2023,senior-level,full_time,Data Scientist,Data Science,185000,0,medium,United States,United States,Yes
4f2fcb90,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
4ee1ff6f,2023,mid-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
90735485,2023,senior-level,full_time,AI,Machine Learning Engineer,185000,100,medium,United States,United States,Yes
a22bde7b,2023,mid-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
32d94820,2023,senior-level,full_time,Data Engineer,Data Architect,185000,0,medium,United States,United States,Yes
1e02a2e9,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
59af4d3c,2023,mid-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
b05ed11b,2023,senior-level,full_time,Data Engineer,Data Architect,185000,0,medium,United States,United States,Yes
5d7c3669,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,100,medium,United States,United States,Yes
e8312181,2023,executive-level,full_time,Data Engineer,Data Engineer,185000,0,medium,United States,United States,Yes
90297b45,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
13e74406,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
9.15444E+12,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
adfc225d,2023,executive-level,full_time,AI,Research Scientist,185000,0,medium,United States,United States,Yes
74218,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
c2d505e4,2023,senior-level,full_time,AI,Research Scientist,185000,0,medium,United States,United States,Yes
2424ae51,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,100,medium,United States,United States,Yes
b40a2a88,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,100,medium,United States,United States,Yes
9b57e65d,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
5e9a3df8,2023,senior-level,full_time,Data Engineer,Data Architect,185000,0,medium,United States,United States,Yes
b17c34ed,2023,senior-level,full_time,Data Engineer,Data Architect,185000,0,medium,United States,United States,Yes
7c8425a4,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,0,large,United States,United States,Yes
3e092387,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
acfb0062,2023,senior-level,full_time,Data Analyst,Data Analyst,185000,0,medium,United States,United States,Yes
9858f7e0,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,0,medium,United States,United States,Yes
64219942,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,100,medium,United States,United States,Yes
43a23d76,2023,senior-level,full_time,Data Analyst,Research Analyst,185000,0,large,United States,United States,Yes
6fb23b27,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
8b880535,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
3c1b17ac,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,0,medium,United States,United States,Yes
e4c4b234,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
c9536ae4,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
c492b0f1,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
948486cd,2023,senior-level,full_time,Data Engineer,Analytics Engineer,185000,100,medium,United States,United States,Yes
fcf95177,2023,senior-level,full_time,Data Analyst,Research Analyst,185000,0,medium,United States,United States,Yes
cdbf64c6,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
db0fa7fd,2023,senior-level,full_time,AI,Research Engineer,185000,0,medium,United States,United States,Yes
e483410b,2023,senior-level,full_time,AI,Machine Learning Infrastructure Engineer,185000,0,medium,United States,United States,Yes
f6ecbc7e,2023,senior-level,full_time,Data Engineer,Data Infrastructure Engineer,185000,0,medium,United States,United States,Yes
aad58250,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
b3c2ade2,2023,senior-level,full_time,AI,Machine Learning Engineer,185000,0,medium,United States,United States,Yes
8d6031a7,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,100,medium,United States,United States,Yes
2a66c013,2023,senior-level,full_time,AI,Machine Learning Engineer,185000,0,medium,United States,United States,Yes
37c0a6c6,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
cbeae496,2023,mid-level,full_time,AI,Research Scientist,185000,100,medium,United States,United States,Yes
85e3509b,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
8544edec,2023,mid-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
4b168564,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
4c109d66,2023,senior-level,full_time,Data Analyst,Data Analyst,185000,0,medium,United States,United States,Yes
67984181,2023,senior-level,full_time,Data Managers,Data Science Manager,185000,100,medium,United States,United States,Yes
e5c70085,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
2f07dc55,2021,senior-level,full_time,AI,Staff Machine Learning Engineer,185000,50,medium,United States,United States,Yes
6bb5c4b7,2023,senior-level,full_time,Data Analyst,Data Visualization Specialist,185000,0,medium,United States,United States,Yes
d72d6562,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
7e9781ca,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,large,United States,United States,Yes
49860f48,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,0,medium,United States,United States,Yes
e3216750,2023,executive-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
a39a8379,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
d3cca7f9,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
f97bf292,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
97b8ce39,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
1cb5703e,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
1ce63aa8,2023,senior-level,full_time,AI,Machine Learning Engineer,185000,0,medium,United States,United States,Yes
d90ee58b,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
d039a0eb,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,185000,0,large,United States,United States,Yes
5345833,2023,executive-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
fb07976d,2023,senior-level,full_time,AI,Machine Learning Engineer,185000,0,medium,United States,United States,Yes
dfc2d560,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,100,medium,United States,United States,Yes
a016ec4e,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,100,medium,United States,United States,Yes
e7912e13,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,100,medium,United States,United States,Yes
6a922340,2023,executive-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
ca6db322,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,0,medium,United States,United States,Yes
c8b36a28,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,100,medium,United States,United States,Yes
c6c66ea4,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,0,medium,United States,United States,Yes
15e54ecb,2023,senior-level,full_time,AI,Research Engineer,185000,0,medium,United States,United States,Yes
e1f3c967,2023,senior-level,full_time,Data Analyst,Data Analyst,185000,100,medium,United States,United States,Yes
d4e089f1,2023,senior-level,full_time,Data Analyst,Data Analyst,185000,100,medium,United States,United States,Yes
d4032a21,2023,mid-level,full_time,AI,Research Scientist,185000,100,medium,United States,United States,Yes
16e60e7a,2023,mid-level,full_time,AI,Research Scientist,185000,0,medium,United States,United States,Yes
a4fb4be0,2023,senior-level,full_time,Data Engineer,Data Engineer,185000,0,medium,United States,United States,Yes
2e6b58d1,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,100,medium,United States,United States,Yes
0b956099,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United Kingdom,United Kingdom,Yes
7695eccb,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
1f160a6a,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,0,medium,United States,United States,Yes
b7475566,2023,senior-level,full_time,Data Scientist,Data Scientist,185000,100,medium,United States,United States,Yes
77c06042,2023,senior-level,full_time,AI,Computer Vision Engineer,185000,0,medium,United States,United States,Yes
efbe535b,2022,senior-level,full_time,AI,ML Engineer,185000,100,medium,United States,United States,Yes
1a9ac7a6,2022,senior-level,full_time,AI,Machine Learning Engineer,185000,100,medium,Mexico,Mexico,Yes
a613c87d,2022,senior-level,full_time,Data Scientist,Data Scientist,185000,100,medium,United States,United States,Yes
da801deb,2022,senior-level,full_time,Data Scientist,Data Scientist,185000,100,medium,United States,United States,Yes
0e7ae03f,2022,senior-level,full_time,Data Engineer,Data Engineer,185000,100,medium,United States,United States,Yes
5985137d,2022,senior-level,full_time,Data Scientist,Data Scientist,185000,100,medium,United States,United States,Yes
dd701791,2021,senior-level,full_time,AI,Machine Learning Engineer,185000,50,large,United States,United States,Yes
b1557c02,2021,senior-level,full_time,Data Engineer,Principal Data Engineer,185000,100,large,United States,United States,Yes
e31ce3c2,2023,senior-level,full_time,AI,Machine Learning Engineer,184950,0,medium,United States,United States,Yes
fef14042,2023,senior-level,full_time,AI,Machine Learning Engineer,184950,0,medium,United States,United States,Yes
075e030c,2024,senior-level,full_time,AI,Machine Learning Engineer,184900,100,medium,United States,United States,Yes
cfb5917a,2024,senior-level,full_time,AI,Machine Learning Engineer,184800,100,medium,Canada,Canada,Yes
989c79ea,2024,mid-level,full_time,AI,Research Scientist,184800,0,medium,United States,United States,Yes
cd6a28ca,2024,senior-level,full_time,Data Scientist,Data Scientist,184800,0,medium,United States,United States,Yes
ecdc6c05,2023,senior-level,full_time,AI,Research Engineer,184800,0,medium,United States,United States,Yes
3ad62312,2023,senior-level,full_time,Data Scientist,Data Scientist,184800,0,medium,United States,United States,Yes
9fde87d2,2023,senior-level,full_time,AI,Machine Learning Engineer,184800,0,medium,United States,United States,Yes
0148160d,2023,senior-level,full_time,AI,Research Engineer,184800,0,medium,United States,United States,Yes
9fe6e550,2023,senior-level,full_time,Data Scientist,Data Scientist,184800,0,medium,United States,United States,Yes
2e5bbeae,2023,senior-level,full_time,Data Engineer,Data Engineer,184800,0,medium,United States,United States,Yes
d539e5a4,2024,senior-level,full_time,AI,Research Scientist,184700,0,medium,United States,United States,Yes
54194f6f,2023,senior-level,full_time,AI,Research Scientist,184700,0,medium,United States,United States,Yes
8a686444,2023,senior-level,full_time,AI,Machine Learning Engineer,184700,0,medium,United States,United States,Yes
b7df1e72,2023,senior-level,full_time,AI,Machine Learning Engineer,184700,0,medium,United States,United States,Yes
c200ff57,2023,senior-level,full_time,Data Scientist,Data Scientist,184700,0,medium,United States,United States,Yes
e4d78160,2023,senior-level,full_time,Data Scientist,Data Scientist,184700,0,medium,United States,United States,Yes
52dd4057,2023,senior-level,full_time,AI,Machine Learning Engineer,184700,0,medium,United States,United States,Yes
e44c02af,2023,senior-level,full_time,Data Scientist,Data Scientist,184700,0,medium,United States,United States,Yes
e20cd468,2023,senior-level,full_time,Data Scientist,Data Scientist,184700,0,medium,United States,United States,Yes
fcd9d8c0,2023,senior-level,full_time,AI,Research Scientist,184700,0,medium,United States,United States,Yes
1e556da1,2023,senior-level,full_time,AI,Machine Learning Engineer,184700,0,medium,United States,United States,Yes
a1f848d2,2022,senior-level,full_time,Data Engineer,Analytics Engineer,184700,0,medium,United States,United States,Yes
2996fa8b,2024,senior-level,full_time,Data Engineer,Data Engineer,184662,0,medium,United States,United States,Yes
d054a4ba,2023,senior-level,full_time,Data Engineer,Data Engineer,184600,0,medium,United States,United States,Yes
5071e790,2023,senior-level,full_time,AI,Computer Vision Engineer,184590,0,medium,United States,United States,Yes
185e59be,2023,senior-level,full_time,Data Scientist,Data Scientist,184250,0,medium,United States,United States,Yes
d4d82b44,2023,senior-level,full_time,Data Scientist,Data Scientist,184184,100,medium,United States,United States,Yes
1233b7d2,2024,entry-level,full_time,Data Analyst,Data Analyst,184180,0,medium,United States,United States,Yes
0d04f70a,2022,senior-level,full_time,Data Engineer,Data Engineer,184100,0,medium,United States,United States,Yes
ad1471f3,2022,senior-level,full_time,Data Engineer,Data Engineer,184100,0,medium,United States,United States,Yes
4f88af40,2024,senior-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
31a3ec78,2024,senior-level,full_time,Data Engineer,Data Architect,184000,0,medium,United States,United States,Yes
b91dc5d9,2024,senior-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
a822c615,2024,mid-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
8e782680,2024,mid-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
bb4071b1,2024,senior-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
4618828b,2024,mid-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
5fc5d6c6,2023,senior-level,full_time,AI,Prompt Engineer,184000,0,medium,United States,United States,Yes
7b68b060,2023,senior-level,full_time,Data Engineer,Data Architect,184000,0,medium,United States,United States,Yes
9574cc37,2023,mid-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
696ca146,2023,senior-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
a5535adc,2023,mid-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
d1e6cb76,2023,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
c7cbc3ac,2023,senior-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
47f9bf84,2023,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
a3aa58f4,2023,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
884bf131,2023,senior-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
3292c3be,2023,senior-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
7f2d7675,2023,senior-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
5b420350,2023,senior-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
ee4fb41f,2023,senior-level,full_time,Data Engineer,Data Engineer,184000,0,medium,United States,United States,Yes
71ad0789,2023,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
c09b9853,2023,senior-level,full_time,AI,Machine Learning Engineer,184000,0,medium,United States,United States,Yes
4d2c0f31,2023,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
deede268,2023,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
3c45bd5b,2023,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
ca9c8dc8,2023,senior-level,full_time,AI,Machine Learning Engineer,184000,0,medium,United States,United States,Yes
985dffa6,2023,senior-level,full_time,AI,Applied Scientist,184000,0,medium,United States,United States,Yes
aa31cdd9,2023,senior-level,full_time,Data Scientist,Data Scientist,184000,0,medium,United States,United States,Yes
2a88e896,2023,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
c2a57606,2023,senior-level,full_time,AI,Applied Scientist,184000,0,medium,United States,United States,Yes
69559fad,2023,senior-level,full_time,AI,Machine Learning Engineer,184000,100,medium,United States,United States,Yes
f5fc5b91,2023,senior-level,full_time,Data Scientist,Data Scientist,184000,0,medium,United States,United States,Yes
182a1588,2023,senior-level,full_time,AI,Machine Learning Engineer,184000,100,medium,United States,United States,Yes
8ec23512,2023,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
d44608fb,2023,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
149e4402,2023,senior-level,full_time,AI,Machine Learning Engineer,184000,100,medium,United States,United States,Yes
f1891fc1,2023,senior-level,full_time,Data Engineer,Data Infrastructure Engineer,184000,100,medium,United States,United States,Yes
2da6a3a6,2023,senior-level,full_time,AI,Machine Learning Engineer,184000,0,medium,United States,United States,Yes
6fc418be,2023,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
4.2368E+61,2022,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
ec6fa020,2022,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
bf90c12d,2022,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
5f8730b2,2022,senior-level,full_time,AI,Applied Scientist,184000,100,medium,United States,United States,Yes
86e1b9ad,2023,senior-level,full_time,Data Scientist,Data Scientist,183924,0,medium,United States,United States,Yes
b50330c4,2023,senior-level,full_time,Data Scientist,Data Scientist,183900,0,medium,United States,United States,Yes
c0aebfe0,2023,senior-level,full_time,AI,ML Engineer,183750,0,medium,United States,United States,Yes
0cb3a6c4,2023,senior-level,full_time,Data Engineer,Data Engineer,183600,0,medium,United States,United States,Yes
a28443d4,2022,senior-level,full_time,AI,Machine Learning Software Engineer,183600,100,medium,Canada,Canada,Yes
fa475a80,2022,senior-level,full_time,Data Engineer,Data Engineer,183600,100,large,United States,United States,Yes
efd6c312,2023,senior-level,full_time,Data Engineer,Analytics Engineer,183540,0,medium,United States,United States,Yes
de29d898,2023,senior-level,full_time,Data Scientist,Data Scientist,183500,100,medium,United States,United States,Yes
773df39d,2023,senior-level,full_time,AI,ML Engineer,183500,100,medium,United States,United States,Yes
3e5611f2,2023,senior-level,full_time,Data Engineer,Data Engineer,183500,100,medium,United States,United States,Yes
9c1f101c,2023,senior-level,full_time,Data Engineer,Analytics Engineer,183500,100,medium,United States,United States,Yes
a4f2295b,2023,senior-level,full_time,Data Scientist,Data Scientist,183500,100,medium,United States,United States,Yes
3e9e5a53,2023,senior-level,full_time,Data Scientist,Data Scientist,183500,100,medium,United States,United States,Yes
c7c061b1,2023,senior-level,full_time,Data Scientist,Data Scientist,183500,100,medium,United States,United States,Yes
7d9a8573,2023,senior-level,full_time,Data Scientist,Data Scientist,183500,100,medium,United States,United States,Yes
ec8d7cca,2023,senior-level,full_time,Data Engineer,Analytics Engineer,183500,100,medium,United States,United States,Yes
9f408341,2023,senior-level,full_time,Data Scientist,Data Scientist,183500,100,medium,United States,United States,Yes
0b9654da,2023,senior-level,full_time,Data Scientist,Data Scientist,183500,100,medium,United States,United States,Yes
94f1d666,2023,senior-level,full_time,Data Engineer,Data Engineer,183414,0,medium,United States,United States,Yes
a2ba8906,2023,senior-level,full_time,Data Engineer,Data Engineer,183414,0,medium,United States,United States,Yes
98d49e56,2024,executive-level,full_time,AI,ML Engineer,183400,0,medium,United States,United States,Yes
1e93336d,2024,executive-level,full_time,AI,ML Engineer,183400,0,medium,United States,United States,Yes
4f7ae47a,2023,mid-level,full_time,Data Engineer,Data Engineer,183310,0,medium,United States,United States,Yes
620f74b4,2023,mid-level,full_time,Data Engineer,Data Infrastructure Engineer,183310,0,medium,United States,United States,Yes
ec6b0975,2023,mid-level,full_time,Data Scientist,Data Scientist,183310,0,medium,United States,United States,Yes
c8e829ba,2023,mid-level,full_time,Data Scientist,Data Scientist,183310,0,medium,United States,United States,Yes
2c3f3ca2,2023,senior-level,full_time,Data Scientist,Data Scientist,183284,100,medium,United States,United States,Yes
3c56f46a,2023,mid-level,full_time,Data Scientist,Data Scientist,183200,0,medium,United States,United States,Yes
0738f513,2024,senior-level,full_time,AI,Machine Learning Engineer,183000,0,medium,United States,United States,Yes
f3c3b31b,2024,senior-level,full_time,Data Scientist,Data Scientist,183000,100,medium,United States,United States,Yes
f4d8e84d,2024,senior-level,full_time,AI,Computer Vision Engineer,183000,100,medium,United States,United States,Yes
1c1baa81,2023,senior-level,full_time,Data Engineer,Data Architect,183000,0,medium,United States,United States,Yes
54d43837,2023,mid-level,full_time,Data Engineer,Data Engineer,183000,100,medium,Canada,Canada,Yes
f92c22ea,2023,senior-level,full_time,Data Engineer,Data Engineer,183000,0,medium,United States,United States,Yes
ff24a4a3,2023,senior-level,full_time,Data Engineer,Data Engineer,183000,0,medium,Canada,Canada,Yes
69bf1a6a,2023,senior-level,full_time,Data Scientist,Data Scientist,183000,100,medium,United States,United States,Yes
64350940,2023,senior-level,full_time,Data Scientist,Data Scientist,183000,100,medium,United States,United States,Yes
824d267c,2023,senior-level,full_time,Data Scientist,Data Scientist,183000,0,medium,United States,United States,Yes
49fd62fb,2022,senior-level,full_time,AI,ML Engineer,183000,100,medium,United States,United States,Yes
